# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=10][T/m^n] polynom_b[n=12][T/m^n] polynom_b[n=14][T/m^n] 
+2.0800000000000000e+02 -9.4298216889837549e-06 -3.3461169308828885e-02 -2.5298939751721335e+01 +4.9619379624950292e+05 -3.7216376445875740e+09 +1.4575927491966062e+13 -2.8731074413074060e+16 +2.2476935290600792e+19 
+2.0810000000000002e+02 -9.4139040029360338e-06 -3.3341669684386857e-02 -2.3061213957470468e+01 +4.6445698375558847e+05 -3.5280584993888087e+09 +1.4071485310256445e+13 -2.8380585206851928e+16 +2.2801568680938656e+19 
+2.0820000000000002e+02 -9.3979863168854700e-06 -3.3222170058711996e-02 -2.0823488293160349e+01 +4.3272017460776347e+05 -3.3344793901481194e+09 +1.3567043314899035e+13 -2.8030096462698464e+16 +2.3126202511167238e+19 
+2.0830000000000001e+02 -9.3820686307523138e-06 -3.3102670458220719e-02 -1.8585761373092080e+01 +4.0098334195655287e+05 -3.1409000714184475e+09 +1.3062600361542568e+13 -2.7679605548054692e+16 +2.3450834411552670e+19 
+2.0840000000000001e+02 -9.3661509446719124e-06 -3.2983170841562805e-02 -1.6348035264876071e+01 +3.6924652459924610e+05 -2.9473208897632837e+09 +1.2558158037962074e+13 -2.7329116065872264e+16 +2.3775467589812847e+19 
+2.0850000000000000e+02 -9.3502332585675519e-06 -3.2863671233386557e-02 -1.4110308690727553e+01 +3.3750969792105618e+05 -2.7537416209164100e+09 +1.2053715300802160e+13 -2.6978625619519340e+16 +2.4100099890975732e+19 
+2.0860000000000002e+02 -9.3343155725281232e-06 -3.2744171604604286e-02 -1.1872583173872204e+01 +3.0577289144053403e+05 -2.5601625348363380e+09 +1.1549273409137447e+13 -2.6628137106164408e+16 +2.4424733923326099e+19 
+2.0870000000000002e+02 -9.3183978864082586e-06 -3.2624672000608070e-02 -9.6348564106622359e+00 +2.7403606148830609e+05 -2.3665832385949616e+09 +1.1044830553090258e+13 -2.6277646402043836e+16 +2.4749366003713753e+19 
+2.0880000000000001e+02 -9.3024802003086262e-06 -3.2505172390269864e-02 -7.3971299694437631e+00 +2.4229923763792519e+05 -2.1730039972284713e+09 +1.0540387949672195e+13 -2.5927156273261268e+16 +2.5073998597755449e+19 
+2.0890000000000001e+02 -9.2865625142007573e-06 -3.2385672782256181e-02 -5.1594034192123042e+00 +2.1056241184668077e+05 -1.9794247392642219e+09 +1.0035945272942938e+13 -2.5576665983204376e+16 +2.5398631051978559e+19 
+2.0900000000000000e+02 -9.2706448280723970e-06 -3.2266173180827737e-02 -2.9216765256029520e+00 +1.7882557939615543e+05 -1.7858454202416627e+09 +9.5315023105437051e+12 -2.5226175033700512e+16 +2.5723262910689894e+19 
+2.0910000000000002e+02 -9.2564443562774638e-06 -3.2044176029764129e-02 -1.7268384253690505e+00 +1.2796003537246113e+05 -1.2265562249535294e+09 +6.7427668013409043e+12 -1.8635813624810700e+16 +1.9729678787280777e+19 
+2.0920000000000002e+02 -9.2422438844192489e-06 -3.1822178898694133e-02 -5.3199930692139996e-01 +7.7094472022182119e+04 -6.6726685566749346e+08 +3.9540304904113188e+12 -1.2045450388759942e+16 +1.3736093031602639e+19 
+2.0930000000000001e+02 -9.2280434125644983e-06 -3.1600181764519154e-02 +6.6283959206324461e-01 +2.6228913627779533e+04 -1.0797753618745972e+08 +1.1652944272356526e+12 -5.4550877502178570e+15 +7.7425078334694195e+18 
+2.0940000000000001e+02 -9.2138429405838328e-06 -3.1378184670337657e-02 +1.8576805417157793e+00 -2.4636683941442319e+04 +4.5131213797951323e+08 -1.6234432781519121e+12 +1.1352786464942972e+15 +1.7489192660980104e+18 
+2.0950000000000000e+02 -9.1996424687782660e-06 -3.1156187523186565e-02 +3.0525188599442776e+00 -7.5502232359147718e+04 +1.0106013745729171e+09 -4.4121789839738740e+12 +7.7256405150117030e+15 -4.2446652763487232e+18 
+2.0960000000000002e+02 -9.1854419967945157e-06 -3.0934190429001310e-02 +4.2473597775146814e+00 -1.2636782888145884e+05 +1.5698910362909255e+09 -7.2009166209305713e+12 +1.4316006735219492e+16 -1.0238253670811632e+19 
+2.0970000000000002e+02 -9.1712415249448727e-06 -3.0712193294181851e-02 +5.4421986731413012e+00 -1.7723338759733684e+05 +2.1291803612418723e+09 -9.9896527185490859e+12 +2.0906369469143508e+16 -1.6231838966532051e+19 
+2.0980000000000001e+02 -9.1570410530775708e-06 -3.0490196164706329e-02 +6.6370378361212161e+00 -2.2809895133667690e+05 +2.6884697310990710e+09 -1.2778389021932578e+13 +2.7496732669851636e+16 -2.2225424677603713e+19 
+2.0990000000000001e+02 -9.1428405811448203e-06 -3.0268199056798503e-02 +7.8318781297118747e+00 -2.7896453699885076e+05 +3.2477593015933666e+09 -1.5567126261872754e+13 +3.4087098027560168e+16 -2.8219012332368753e+19 
+2.1000000000000000e+02 -9.1286401093461382e-06 -3.0046201906494627e-02 +9.0267162510296988e+00 -3.2983008116004628e+05 +3.8070484962368164e+09 -1.8355861761079922e+13 +4.0677459400492088e+16 -3.4212596413828481e+19 
+2.1010000000000002e+02 -9.1125200283917864e-06 -2.9859962572666748e-02 +4.1313041312043968e+00 -2.2655616511526209e+05 +2.9101975792050228e+09 -1.4544973568535129e+13 +3.2783652494957540e+16 -2.7821051748174127e+19 
+2.1020000000000002e+02 -9.0963999475166577e-06 -2.9673723214389068e-02 -7.6410922198876263e-01 -1.2328222576666430e+05 +2.0133464528831990e+09 -1.0734084413037232e+13 +2.4889843396801848e+16 -2.1429505124940009e+19 
+2.1030000000000001e+02 -9.0802798665882268e-06 -2.9487483873795878e-02 -5.6595216430036244e+00 -2.0008304565658895e+04 +1.1164954931262410e+09 -6.9231960366945742e+12 +1.6996036095986068e+16 -1.5037960123285533e+19 
+2.1040000000000001e+02 -9.0641597856613782e-06 -2.9301244531677581e-02 -1.0554934173911541e+01 +8.3265619151954583e+04 +2.1964450779419464e+08 -3.1123075319732764e+12 +9.1022284832355540e+15 -8.6464148287371796e+18 
+2.1050000000000000e+02 -9.0480397047980758e-06 -2.9115005170454081e-02 -1.5450347655016616e+01 +1.8653956065962993e+05 -6.7720663627722585e+08 +6.9858169956800464e+11 +1.2084192218193632e+15 -2.2548680667532224e+18 
+2.1060000000000002e+02 -9.0319196238263226e-06 -2.8928765842955499e-02 -2.0345759424050417e+01 +2.8981346965151839e+05 -1.5740574870953181e+09 +4.5094695771441006e+12 -6.6853869476999870e+15 +4.1366759280112123e+18 
+2.1070000000000002e+02 -9.0157995429587307e-06 -2.8742526482410654e-02 -2.5241172890234999e+01 +3.9308741112219717e+05 -2.4709086324196997e+09 +8.3203588199595146e+12 -1.4579196244587896e+16 +1.0528222728678496e+19 
+2.1080000000000001e+02 -8.9996794619827576e-06 -2.8556287154971109e-02 -3.0136584696562796e+01 +4.9636132134815224e+05 -3.3677594978137832e+09 +1.2131246776881271e+13 -2.2473002616791320e+16 +1.6919766920241342e+19 
+2.1090000000000001e+02 -8.9835593811193332e-06 -2.8370047794521569e-02 -3.5031998114634568e+01 +5.9963526135674363e+05 -4.2646106264481268e+09 +1.5942135930658180e+13 -3.0366811689395696e+16 +2.3311313505420186e+19 
+2.1100000000000000e+02 -8.9674393000393546e-06 -2.8183808498481459e-02 -3.9927408361754509e+01 +7.0290914245869149e+05 -5.1614612325266886e+09 +1.9753022702365309e+13 -3.8260615377029200e+16 +2.9702855310308246e+19 
+2.1110000000000002e+02 -8.9533635581060856e-06 -2.8084156805682912e-02 -3.5407358956902989e+01 +6.0885317372536019e+05 -4.2775140637377377e+09 +1.5534301690403146e+13 -2.8362143063381320e+16 +2.0658507682659521e+19 
+2.1120000000000002e+02 -8.9392878160757891e-06 -2.7984505142478112e-02 -3.0887308065781269e+01 +5.1479717694642168e+05 -3.3935666430494323e+09 +1.1315579518593168e+13 -1.8463668106130652e+16 +1.1614157692191787e+19 
+2.1130000000000001e+02 -8.9252120738979987e-06 -2.7884853525373732e-02 -2.6367254840165209e+01 +4.2074113601069775e+05 -2.5096188257565093e+09 +7.0968555225039512e+12 -8.5651889967552190e+15 +2.5698039963307617e+18 
+2.1140000000000001e+02 -8.9111363317135506e-06 -2.7785201909109120e-02 -2.1847201606744132e+01 +3.2668509534186724e+05 -1.6256710134100525e+09 +2.8781315576563413e+12 +1.3332900269430840e+15 -6.4745496129556296e+18 
+2.1150000000000000e+02 -8.8970605897155429e-06 -2.7685550236578205e-02 -1.7327151171342134e+01 +2.3262910703036119e+05 -7.4172366806113958e+08 -1.3405902693632288e+12 +1.1231764201541228e+16 -1.5518898905900091e+19 
+2.1160000000000002e+02 -8.8829848476045106e-06 -2.7585898598067291e-02 -1.2807099047825577e+01 +1.3857308718958241e+05 +1.4222395805230173e+08 -5.5593133798472217e+12 +2.1130241283740368e+16 -2.4563250784195367e+19 
+2.1170000000000002e+02 -8.8689091056293914e-06 -2.7486246917980087e-02 -8.2870490066167068e+00 +4.4517106476360517e+04 +1.0261712342575020e+09 -9.7780348857683438e+12 +3.1028714722174104e+16 -3.3607599416428835e+19 
+2.1180000000000001e+02 -8.8548333635371226e-06 -2.7386595273407234e-02 -3.7669971988848170e+00 -4.9538907257201470e+04 +1.9101188045511463e+09 -1.3996757735892061e+13 +4.0927191205044504e+16 -4.2651950754871001e+19 
+2.1190000000000001e+02 -8.8407576214281925e-06 -2.7286943634215872e-02 +7.5305488878729832e-01 -1.4359492639950008e+05 +2.7940664242488976e+09 -1.8215480816355086e+13 +5.0825668217994376e+16 -5.1696302570707247e+19 
+2.1200000000000000e+02 -8.8266818794382588e-06 -2.7187291959228518e-02 +5.2731052032162253e+00 -2.3765091247673778e+05 +3.6780137499267545e+09 -2.2434202554393027e+13 +6.0724142192902608e+16 -6.0740651687570063e+19 
+2.1210000000000002e+02 -8.8118398603596699e-06 -2.7078651165608137e-02 +3.8853966442601551e+00 -1.8063757478611846e+05 +2.9691319255698199e+09 -1.8491664755983836e+13 +5.0567999262090064e+16 -5.0876643767236223e+19 
+2.1220000000000002e+02 -8.7969978414441213e-06 -2.6970010323071090e-02 +2.4976856629984239e+00 -1.2362419191354900e+05 +2.2602496992281828e+09 -1.4549125121087129e+13 +4.0411852172608280e+16 -4.1012632150261113e+19 
+2.1230000000000001e+02 -8.7821558225274563e-06 -2.6861369480930309e-02 +1.1099747078466533e+00 -6.6610809654046170e+04 +1.5513674793708103e+09 -1.0606585519972605e+13 +3.0255705167849012e+16 -3.1148620614965162e+19 
+2.1240000000000001e+02 -8.7673138036511541e-06 -2.6752728626796476e-02 -2.7773683755745077e-01 -9.5974164238861595e+03 +8.4248516210718083e+08 -6.6640454743767783e+12 +2.0099557157239068e+16 -2.1284608185875452e+19 
+2.1250000000000000e+02 -8.7524717847700916e-06 -2.6644087774012826e-02 -1.6654483166727574e+00 +4.7415975552782649e+04 +1.3360285624336755e+08 -2.7215054821233711e+12 +9.9434092702660520e+15 -1.1420595869084826e+19 
+2.1260000000000002e+02 -8.7376297658526762e-06 -2.6535446931720500e-02 -3.0531592956963993e+00 +1.0442935851492816e+05 -5.7527937177905500e+08 +1.2210341636263628e+12 -2.1273784959913112e+14 -1.5565842208451927e+18 
+2.1270000000000002e+02 -8.7227877469721812e-06 -2.6426806078991866e-02 -4.4408707648670251e+00 +1.6144275021604032e+05 -1.2841616746278725e+09 +5.1635741402179287e+12 -1.0368885697861322e+16 +8.3074280592832492e+18 
+2.1280000000000001e+02 -8.7079457280121837e-06 -2.6318165249300543e-02 -5.8285811256842353e+00 +2.1845612171635201e+05 -1.9930438010848722e+09 +9.1061133232601191e+12 -2.0525031772043348e+16 +1.8171438779388897e+19 
+2.1290000000000001e+02 -8.6931037090980242e-06 -2.6209524406379914e-02 -7.2162921236642470e+00 +2.7546950486446463e+05 -2.7019260296180425e+09 +1.3048652967216154e+13 -3.0681178880292892e+16 +2.8035450411774296e+19 
+2.1300000000000000e+02 -8.6782616902321880e-06 -2.6100883549520074e-02 -8.6040037886793126e+00 +3.3248290009913931e+05 -3.4108083630849605e+09 +1.6991193080704314e+13 -4.0837327033050544e+16 +3.7899462958515692e+19 
+2.1310000000000002e+02 -8.6648688078468092e-06 -2.5791394338251464e-02 -1.4970877983582515e+01 +4.3495894808355212e+05 -4.2666738058351946e+09 +2.0772465320190906e+13 -4.9203124312413240e+16 +4.5191231907207578e+19 
+2.1320000000000002e+02 -8.6514759253687244e-06 -2.5481905155578546e-02 -2.1337750742766524e+01 +5.3743496907564811e+05 -5.1225390072581520e+09 +2.4553736453659246e+13 -5.7568919081885200e+16 +5.2482998621573554e+19 
+2.1330000000000001e+02 -8.6380830430504103e-06 -2.5172415924120724e-02 -2.7704625937378850e+01 +6.3991103568210499e+05 -5.9784046154014988e+09 +2.8335009447404434e+13 -6.5934718066341472e+16 +5.9774769083549442e+19 
+2.1340000000000001e+02 -8.6246901606181973e-06 -2.4862926727677308e-02 -3.4071499374421386e+01 +7.4238706922623049e+05 -6.8342699276988163e+09 +3.2116281084034680e+13 -7.4300513968337168e+16 +6.7066536799173337e+19 
+2.1350000000000000e+02 -8.6112972781946580e-06 -2.4553437528489465e-02 -4.0438372952442521e+01 +8.4486310547070950e+05 -7.6901352645092802e+09 +3.5897552834430430e+13 -8.2666310131222976e+16 +7.4358304749109019e+19 
+2.1360000000000002e+02 -8.5979043959039572e-06 -2.4243948288760933e-02 -4.6805248560517320e+01 +9.4733917988537985e+05 -8.5460009429838276e+09 +3.9678826153151820e+13 -9.1032109859079024e+16 +8.1650075877849121e+19 
+2.1370000000000002e+02 -8.5845115134789779e-06 -2.3934459091001340e-02 -5.3172122032604634e+01 +1.0498152136651839e+06 -9.4018662545169506e+09 +4.3460097775955250e+13 -9.9397905710842736e+16 +8.8941843534976041e+19 
+2.1380000000000001e+02 -8.5711186310536277e-06 -2.3624969891613522e-02 -5.9538995644696449e+01 +1.1522912508626557e+06 -1.0257731601899988e+10 +4.7241369582014039e+13 -1.0776370201297750e+17 +9.6233611618194407e+19 
+2.1390000000000001e+02 -8.5577257486987404e-06 -2.3315480670825544e-02 -6.5905870326133311e+01 +1.2547673081512346e+06 -1.1113597129098761e+10 +5.1022642213632281e+13 -1.1612950019233302e+17 +1.0352538137596084e+20 
+2.1400000000000000e+02 -8.5443328661882362e-06 -2.3005991498009706e-02 -7.2272742591088274e+01 +1.3572433198232350e+06 -1.1969462246815464e+10 +5.4803912961583375e+13 -1.2449529408273651e+17 +1.1081714730423145e+20 
+2.1410000000000002e+02 -8.5296867991357624e-06 -2.2903646335343603e-02 -7.0125410135553693e+01 +1.2966377172209844e+06 -1.1288433666458996e+10 +5.1232779640047453e+13 -1.1570674288828899e+17 +1.0259704633925778e+20 
+2.1420000000000002e+02 -8.5150407318896991e-06 -2.2801301230384020e-02 -6.7978074840089064e+01 +1.2360320619233334e+06 -1.0607404619301384e+10 +4.7661644193601070e+13 -1.0691818689662312e+17 +9.4376941120980451e+19 
+2.1430000000000001e+02 -8.5003946646482708e-06 -2.2698956124458752e-02 -6.5830739581638966e+01 +1.1754264071954549e+06 -9.9263755765103760e+09 +4.4090508764870180e+13 -9.8129630941393584e+16 +8.6156835932628255e+19 
+2.1440000000000001e+02 -8.4857485974946273e-06 -2.2596610991607546e-02 -6.3683405674678390e+01 +1.1148207779168729e+06 -9.2453467617700386e+09 +4.0519374383887891e+13 -8.9341077369609600e+16 +7.7936732870931874e+19 
+2.1450000000000000e+02 -8.4711025303359254e-06 -2.2494265861303434e-02 -6.1536071603099096e+01 +1.0542151450080622e+06 -8.5643179107498274e+09 +3.6948239822314500e+13 -8.0552523360991200e+16 +6.9716629400077976e+19 
+2.1460000000000002e+02 -8.4564564629583908e-06 -2.2391920795306382e-02 -5.9388734398217991e+01 +9.9360945439120557e+05 -7.8832885514646263e+09 +3.3377102957716152e+13 -7.1763964172551752e+16 +6.1496521351016530e+19 
+2.1470000000000002e+02 -8.4418103957805967e-06 -2.2289575669499517e-02 -5.7241400150078121e+01 +9.3300381886000000e+05 -7.2022596818819695e+09 +2.9805968329102777e+13 -6.2975410045468704e+16 +5.3276417799772479e+19 
+2.1480000000000001e+02 -8.4271643285719384e-06 -2.2187230554517892e-02 -5.5094065310394193e+01 +8.7239817151070409e+05 -6.5212307016761236e+09 +2.6234833174947230e+13 -5.4186854690812560e+16 +4.5056313129510380e+19 
+2.1490000000000001e+02 -8.4125182614638551e-06 -2.2084885408188523e-02 -5.2946732060784178e+01 +8.1179255432704580e+05 -5.8402019932785902e+09 +2.2663699274871797e+13 -4.5398302198495960e+16 +3.6836211020070113e+19 
+2.1500000000000000e+02 -8.3978721941863111e-06 -2.1982540311680780e-02 -5.0799396382993436e+01 +7.5118689240728458e+05 -5.1591728907243967e+09 +1.9092563588161840e+13 -3.6609745686380008e+16 +2.8616105356541751e+19 
+2.1510000000000002e+02 -8.3831884666615166e-06 -2.2056260247842692e-02 -4.1752702831147502e+01 +5.8731573194723506e+05 -3.7443719210497389e+09 +1.2783225399441010e+13 -2.2568794952545496e+16 +1.6280565105844701e+19 
+2.1520000000000002e+02 -8.3685047391231865e-06 -2.2129980188611564e-02 -3.2706009037556363e+01 +4.2344456683002488e+05 -2.3295709091093979e+09 +6.4738870151018018e+12 -8.5278437717841850e+15 +3.9450244553703322e+18 
+2.1530000000000001e+02 -8.3538210116914606e-06 -2.2203700095348344e-02 -2.3659316988234185e+01 +2.5957343496297428e+05 -9.1477019742580140e+08 +1.6455001729056747e+11 +5.5131042438376360e+15 -8.3905133640065546e+18 
+2.1540000000000001e+02 -8.3391372841991074e-06 -2.2277420021764510e-02 -1.4612623921515199e+01 +9.5702283596062625e+04 +5.0003069101429385e+08 -6.1447877990483281e+12 +1.9554054132064400e+16 -2.0726052861290471e+19 
+2.1550000000000000e+02 -8.3244535566339095e-06 -2.2351139969594400e-02 -5.5659298097058096e+00 -6.8168887046534684e+04 +1.9148317494112942e+09 -1.2454126386117676e+13 +3.3595005754833728e+16 -3.3061593892369383e+19 
+2.1560000000000002e+02 -8.3097698291158878e-06 -2.2424859902590386e-02 +3.4807635448077825e+00 -2.3204004326054611e+05 +3.3296326774231024e+09 -1.8763464370408887e+13 +4.7635955999860648e+16 -4.5397133689569559e+19 
+2.1570000000000002e+02 -8.2950861016319542e-06 -2.2498579826073974e-02 +1.2527456454620221e+01 -3.9591119155727950e+05 +4.7444335376401119e+09 -2.5072802054701383e+13 +6.1676905583594136e+16 -5.7732672912289481e+19 
+2.1580000000000001e+02 -8.2804023741054284e-06 -2.2572299761938426e-02 +2.1574149964515019e+01 -5.5978235087393178e+05 +6.1592344947511129e+09 -3.1382140177600281e+13 +7.5717856153256000e+16 -7.0068213006165082e+19 
+2.1590000000000001e+02 -8.2657186465792498e-06 -2.2646019698551297e-02 +3.0620843536934427e+01 -7.2365351166645950e+05 +7.5740354668977966e+09 -3.7691478375480875e+13 +8.9758806903372048e+16 -8.2403753267738558e+19 
+2.1600000000000000e+02 -8.2510349190469388e-06 -2.2719739636904251e-02 +3.9667537195805558e+01 -8.8752467411655327e+05 +8.9888364543168564e+09 -4.4000816645651367e+13 +1.0379975782271616e+17 -9.4739293684341785e+19 
+2.1610000000000002e+02 -8.2382370517783784e-06 -2.2453519385927517e-02 +3.1641041330436455e+01 -7.1806243393889151e+05 +7.3301160652023029e+09 -3.5927309928712766e+13 +8.4743425404933712e+16 -7.7329090669271482e+19 
+2.1620000000000002e+02 -8.2254391844366276e-06 -2.2187299157508181e-02 +2.3614546603001877e+01 -5.4860021527470206e+05 +5.6713958694534521e+09 -2.7853804102213762e+13 +6.5687095016341352e+16 -5.9918889467282244e+19 
+2.1630000000000001e+02 -8.2126413170240496e-06 -2.1921078950068219e-02 +1.5588052903152281e+01 -3.7913801560678479e+05 +4.0126758414836416e+09 -1.9780299037612691e+13 +4.6630766344382056e+16 -4.2508689784742207e+19 
+2.1640000000000001e+02 -8.1998434496097708e-06 -2.1654858742481627e-02 +7.5615591715015347e+00 -2.0967581499219494e+05 +2.3539558026014352e+09 -1.1706793913961453e+13 +2.7574437521570680e+16 -2.5098489955391709e+19 
+2.1650000000000000e+02 -8.1870455822199915e-06 -2.1388638528313617e-02 -4.6493485619582442e-01 -4.0213609295288494e+04 +6.9523572164332628e+08 -3.6332886098094546e+12 +8.5181083120442820e+15 -7.6882897987431496e+18 
+2.1660000000000002e+02 -8.1742477148159923e-06 -2.1122418318745003e-02 -8.4914286466069182e+00 +1.2924859186567852e+05 -9.6348431831697869e+08 +4.4402165050331543e+12 -1.0538220465568046e+16 +9.7219099718821499e+18 
+2.1670000000000002e+02 -8.1614498475266118e-06 -2.0856198072736927e-02 -1.6517924303671894e+01 +2.9871082861874375e+05 -2.6222046798237166e+09 +1.2513723105400322e+13 -2.9594552635774296e+16 +2.7132112778239914e+19 
+2.1680000000000001e+02 -8.1486519801790131e-06 -2.0589977846861191e-02 -2.4544418882949280e+01 +4.6817304425620835e+05 -4.2809248470453000e+09 +2.0587228796329277e+13 -4.8650882708522248e+16 +4.4542313693431898e+19 
+2.1690000000000001e+02 -8.1358541127754662e-06 -2.0323757635542922e-02 -3.2570912814587416e+01 +6.3763524878909206e+05 -5.9396449219711218e+09 +2.8660734088641594e+13 -6.7707211920178848e+16 +6.1952513873256800e+19 
+2.1700000000000000e+02 -8.1230562453943571e-06 -2.0057537419230453e-02 -4.0597406931606443e+01 +8.0709745591577957e+05 -7.5983650140278988e+09 +3.6734239437635297e+13 -8.6763541220519536e+16 +7.9362714102787424e+19 
+2.1710000000000002e+02 -8.1089255947831487e-06 -2.0026032381556137e-02 -3.6339502537351407e+01 +7.0844996328381950e+05 -6.5926455740371695e+09 +3.1762514781898449e+13 -7.5002056103498272e+16 +6.8669514799871238e+19 
+2.1720000000000002e+02 -8.0947949440476620e-06 -1.9994527379956689e-02 -3.2081596400404905e+01 +6.0980243875972729e+05 -5.5869258545380917e+09 +2.6790788864624285e+13 -6.3240568158125680e+16 +5.7976313003669717e+19 
+2.1730000000000001e+02 -8.0806642934228739e-06 -1.9963022346146889e-02 -2.7823691824138002e+01 +5.1115494287752290e+05 -4.5812063866907549e+09 +2.1819064085642906e+13 -5.1479082769644368e+16 +4.7283113465184551e+19 
+2.1740000000000001e+02 -8.0665336427346313e-06 -1.9931517331181991e-02 -2.3565786323401742e+01 +4.1250742988845339e+05 -3.5754867676501632e+09 +1.6847338619740730e+13 -3.9717595832864832e+16 +3.6589912555821052e+19 
+2.1750000000000000e+02 -8.0524029920990859e-06 -1.9900012299238178e-02 -1.9307881696575361e+01 +3.1385993359709531e+05 -2.5697672996110716e+09 +1.1875613851807994e+13 -2.7956110490490088e+16 +2.5896713073318990e+19 
+2.1760000000000002e+02 -8.0382723414407554e-06 -1.9868507275826425e-02 -1.5049976592918293e+01 +2.1521242770113345e+05 -1.5640477414486072e+09 +6.9038886557688887e+12 -1.6194624149409660e+16 +1.5203512682057783e+19 
+2.1770000000000002e+02 -8.0241416907361379e-06 -1.9837002265909530e-02 -1.0792070835314060e+01 +1.1656490980957716e+05 -5.5832807796366251e+08 +1.9321629836761729e+12 -4.4331367397575785e+15 +4.5103113478857052e+18 
+2.1780000000000001e+02 -8.0100110401959058e-06 -1.9805497205240837e-02 -6.5341676332550431e+00 +1.7917440106394559e+04 +4.4739115352554047e+08 -3.0395607038333745e+12 +7.3283461568668120e+15 -6.1828859613992694e+18 
+2.1790000000000001e+02 -7.9958803895722816e-06 -1.9773992171274145e-02 -2.2762630572012932e+00 -8.0730055878118204e+04 +1.4531106230108354e+09 -8.0112854929222334e+12 +1.9089831573034188e+16 -1.6876085528003359e+19 
+2.1800000000000000e+02 -7.9817497387775279e-06 -1.9742487188228484e-02 +1.9816440210576574e+00 -1.7937759823743178e+05 +2.4588305029318714e+09 -1.2983012148973234e+13 +3.0851321201532312e+16 -2.7569288827451896e+19 
+2.1810000000000002e+02 -7.9686065048555059e-06 -1.9716839684183252e-02 +4.3269839542602480e+00 -1.9430764509703653e+05 +2.4189248988159924e+09 -1.2328832496059438e+13 +2.8758640306559232e+16 -2.5410892213659603e+19 
+2.1820000000000002e+02 -7.9554632709431977e-06 -1.9691192178102588e-02 +6.6723238158965863e+00 -2.0923769101446265e+05 +2.3790192889487796e+09 -1.1674652826227982e+13 +2.6665959390200356e+16 -2.3252495593120260e+19 
+2.1830000000000001e+02 -7.9423200369709213e-06 -1.9665544689645542e-02 +9.0176645341258439e+00 -2.2416775266142093e+05 +2.3391138172182083e+09 -1.1020473780655084e+13 +2.4573279874560300e+16 -2.1094100208015880e+19 
+2.1840000000000001e+02 -7.9291768029383496e-06 -1.9639897219442700e-02 +1.1363006164011743e+01 -2.3909783144151673e+05 +2.2992084989122496e+09 -1.0366295439902354e+13 +2.2480601962545240e+16 -1.8935706254192611e+19 
+2.1850000000000000e+02 -7.9160335690331361e-06 -1.9614249710762949e-02 +1.3708345878139747e+01 -2.5402787432186413e+05 +2.2593028599374733e+09 -9.7121156291817871e+12 +2.0387920712121872e+16 -1.6777309325383451e+19 
+2.1860000000000002e+02 -7.9028903350131463e-06 -1.9588602236707390e-02 +1.6053687313515013e+01 -2.6895794940635096e+05 +2.2193975081996531e+09 -9.0579371334363750e+12 +1.8295242444604056e+16 -1.4618915052003736e+19 
+2.1870000000000002e+02 -7.8897471011176670e-06 -1.9562954724761120e-02 +1.8399026856405730e+01 -2.8388798899694066e+05 +2.1794918394965458e+09 -8.4037571858106641e+12 +1.6202560883018138e+16 -1.2460517846278871e+19 
+2.1880000000000001e+02 -7.8766038672056688e-06 -1.9537307218617093e-02 +2.0744366715036264e+01 -2.9881803485028405e+05 +2.1395862289550831e+09 -7.7495775123875967e+12 +1.4109879957396132e+16 -1.0302121216564623e+19 
+2.1890000000000001e+02 -7.8634606331487263e-06 -1.9511659755764025e-02 +2.3089708707174267e+01 -3.1374812033174530e+05 +2.0996809697275696e+09 -7.0953994391155127e+12 +1.2017202645980924e+16 -8.1437277924841656e+18 
+2.1900000000000000e+02 -7.8503173993019174e-06 -1.9486012229964145e-02 +2.5435047592043517e+01 -3.2867814804656751e+05 +2.0597751981305227e+09 -6.4412190315050869e+12 +9.9245200613865460e+15 -5.9853296911037747e+18 
+2.1910000000000002e+02 -7.8365962683891787e-06 -1.9486767210172177e-02 +2.8764457839457741e+01 -3.8225112497266277e+05 +2.4867812585620852e+09 -8.1895686350162363e+12 +1.3434272046340260e+16 -8.7127144986135654e+18 
+2.1920000000000002e+02 -7.8228751374518133e-06 -1.9487522200441306e-02 +3.2093868670151927e+01 -4.3582411389080383e+05 +2.9137874330144467e+09 -9.9379187851933027e+12 +1.6944025315392798e+16 -1.1440100480817246e+19 
+2.1930000000000001e+02 -7.8091540064982730e-06 -1.9488277194594117e-02 +3.5423279661902690e+01 -4.8939710540268250e+05 +3.3407936278343711e+09 -1.1686269018881996e+13 +2.0453778756423412e+16 -1.4167486603541490e+19 
+2.1940000000000001e+02 -7.7954328754779492e-06 -1.9489032207995548e-02 +3.8752691580883386e+01 -5.4297011386096606e+05 +3.7677999710830655e+09 -1.3434619922309146e+13 +2.3963533698869708e+16 -1.6894874049831381e+19 
+2.1950000000000000e+02 -7.7817117445920072e-06 -1.9489787181458541e-02 +4.2082101535405414e+01 -5.9654308586117718e+05 +4.1948059912273655e+09 -1.5182969354205617e+13 +2.7473285317522792e+16 -1.9622258547809599e+19 
+2.1960000000000002e+02 -7.7679906136337828e-06 -1.9490542177816355e-02 +4.5411512663554468e+01 -6.5011608028813533e+05 +4.6218122145038433e+09 -1.6931319726985760e+13 +3.0983039090154480e+16 -2.2349644977476588e+19 
